Bond Name,Accrual Start,Accrual End,Payment Date,Accrual Factor,Coupon Rule,Mean Coupon Rate,Min Coupon Rate,Max Coupon Rate,Mean Coupon Amount,Run Timestamp
HybridBond_8,"August 29th, 2026","November 29th, 2026","November 30th, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_8,"November 29th, 2026","February 28th, 2027","February 26th, 2027",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_8,"February 28th, 2027","May 29th, 2027","May 31st, 2027",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_8,"May 29th, 2027","August 29th, 2027","August 30th, 2027",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_8,"August 29th, 2027","November 29th, 2027","November 29th, 2027",0.25205479452054796,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,61655.84241577365,2026-09-07 20:40:51.198048
HybridBond_8,"November 29th, 2027","February 29th, 2028","February 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,61655.84241577365,2026-09-07 20:40:51.198048
HybridBond_8,"February 29th, 2028","May 29th, 2028","May 29th, 2028",0.2465753424657534,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,60315.498015430734,2026-09-07 20:40:51.198048
HybridBond_8,"May 29th, 2028","August 29th, 2028","August 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,61655.84241577365,2026-09-07 20:40:51.198048
HybridBond_8,"August 29th, 2028","November 29th, 2028","November 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,61655.84241577365,2026-09-07 20:40:51.198048
HybridBond_8,"November 29th, 2028","February 28th, 2029","February 28th, 2029",0.2493150684931507,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,60985.670215602186,2026-09-07 20:40:51.198048
HybridBond_8,"February 28th, 2029","May 29th, 2029","May 29th, 2029",0.2465753424657534,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,60315.498015430734,2026-09-07 20:40:51.198048
HybridBond_8,"May 29th, 2029","August 29th, 2029","August 29th, 2029",0.25205479452054796,YTM_PLUS_SPREAD,0.02446128530625802,0.003782249018116128,0.04408310995700255,61655.84241577365,2026-09-07 20:40:51.198048
